Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - 16 to 19 years,Margin of Error; Total: - 16 to 19 years,Estimate; Total: - 20 to 24 years,Margin of Error; Total: - 20 to 24 years,Estimate; Total: - 25 to 44 years,Margin of Error; Total: - 25 to 44 years,Estimate; Total: - 45 to 54 years,Margin of Error; Total: - 45 to 54 years,Estimate; Total: - 55 to 59 years,Margin of Error; Total: - 55 to 59 years,Estimate; Total: - 60 to 64 years,Margin of Error; Total: - 60 to 64 years,Estimate; Total: - 65 years and over,Margin of Error; Total: - 65 years and over,"Estimate; Total: - Car, truck, or van - drove alone:","Margin of Error; Total: - Car, truck, or van - drove alone:","Estimate; Total: - Car, truck, or van - drove alone: - 16 to 19 years","Margin of Error; Total: - Car, truck, or van - drove alone: - 16 to 19 years","Estimate; Total: - Car, truck, or van - drove alone: - 20 to 24 years","Margin of Error; Total: - Car, truck, or van - drove alone: - 20 to 24 years","Estimate; Total: - Car, truck, or van - drove alone: - 25 to 44 years","Margin of Error; Total: - Car, truck, or van - drove alone: - 25 to 44 years","Estimate; Total: - Car, truck, or van - drove alone: - 45 to 54 years","Margin of Error; Total: - Car, truck, or van - drove alone: - 45 to 54 years","Estimate; Total: - Car, truck, or van - drove alone: - 55 to 59 years","Margin of Error; Total: - Car, truck, or van - drove alone: - 55 to 59 years","Estimate; Total: - Car, truck, or van - drove alone: - 60 to 64 years","Margin of Error; Total: - Car, truck, or van - drove alone: - 60 to 64 years","Estimate; Total: - Car, truck, or van - drove alone: - 65 years and over","Margin of Error; Total: - Car, truck, or van - drove alone: - 65 years and over","Estimate; Total: - Car, truck, or van - carpooled:","Margin of Error; Total: - Car, truck, or van - carpooled:","Estimate; Total: - Car, truck, or van - carpooled: - 16 to 19 years","Margin of Error; Total: - Car, truck, or van - carpooled: - 16 to 19 years","Estimate; Total: - Car, truck, or van - carpooled: - 20 to 24 years","Margin of Error; Total: - Car, truck, or van - carpooled: - 20 to 24 years","Estimate; Total: - Car, truck, or van - carpooled: - 25 to 44 years","Margin of Error; Total: - Car, truck, or van - carpooled: - 25 to 44 years","Estimate; Total: - Car, truck, or van - carpooled: - 45 to 54 years","Margin of Error; Total: - Car, truck, or van - carpooled: - 45 to 54 years","Estimate; Total: - Car, truck, or van - carpooled: - 55 to 59 years","Margin of Error; Total: - Car, truck, or van - carpooled: - 55 to 59 years","Estimate; Total: - Car, truck, or van - carpooled: - 60 to 64 years","Margin of Error; Total: - Car, truck, or van - carpooled: - 60 to 64 years","Estimate; Total: - Car, truck, or van - carpooled: - 65 years and over","Margin of Error; Total: - Car, truck, or van - carpooled: - 65 years and over",Estimate; Total: - Public transportation (excluding taxicab):,Margin of Error; Total: - Public transportation (excluding taxicab):,Estimate; Total: - Public transportation (excluding taxicab): - 16 to 19 years,Margin of Error; Total: - Public transportation (excluding taxicab): - 16 to 19 years,Estimate; Total: - Public transportation (excluding taxicab): - 20 to 24 years,Margin of Error; Total: - Public transportation (excluding taxicab): - 20 to 24 years,Estimate; Total: - Public transportation (excluding taxicab): - 25 to 44 years,Margin of Error; Total: - Public transportation (excluding taxicab): - 25 to 44 years,Estimate; Total: - Public transportation (excluding taxicab): - 45 to 54 years,Margin of Error; Total: - Public transportation (excluding taxicab): - 45 to 54 years,Estimate; Total: - Public transportation (excluding taxicab): - 55 to 59 years,Margin of Error; Total: - Public transportation (excluding taxicab): - 55 to 59 years,Estimate; Total: - Public transportation (excluding taxicab): - 60 to 64 years,Margin of Error; Total: - Public transportation (excluding taxicab): - 60 to 64 years,Estimate; Total: - Public transportation (excluding taxicab): - 65 years and over,Margin of Error; Total: - Public transportation (excluding taxicab): - 65 years and over,Estimate; Total: - Walked:,Margin of Error; Total: - Walked:,Estimate; Total: - Walked: - 16 to 19 years,Margin of Error; Total: - Walked: - 16 to 19 years,Estimate; Total: - Walked: - 20 to 24 years,Margin of Error; Total: - Walked: - 20 to 24 years,Estimate; Total: - Walked: - 25 to 44 years,Margin of Error; Total: - Walked: - 25 to 44 years,Estimate; Total: - Walked: - 45 to 54 years,Margin of Error; Total: - Walked: - 45 to 54 years,Estimate; Total: - Walked: - 55 to 59 years,Margin of Error; Total: - Walked: - 55 to 59 years,Estimate; Total: - Walked: - 60 to 64 years,Margin of Error; Total: - Walked: - 60 to 64 years,Estimate; Total: - Walked: - 65 years and over,Margin of Error; Total: - Walked: - 65 years and over,"Estimate; Total: - Taxicab, motorcycle, bicycle, or other means:","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means:","Estimate; Total: - Taxicab, motorcycle, bicycle, or other means: - 16 to 19 years","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means: - 16 to 19 years","Estimate; Total: - Taxicab, motorcycle, bicycle, or other means: - 20 to 24 years","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means: - 20 to 24 years","Estimate; Total: - Taxicab, motorcycle, bicycle, or other means: - 25 to 44 years","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means: - 25 to 44 years","Estimate; Total: - Taxicab, motorcycle, bicycle, or other means: - 45 to 54 years","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means: - 45 to 54 years","Estimate; Total: - Taxicab, motorcycle, bicycle, or other means: - 55 to 59 years","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means: - 55 to 59 years","Estimate; Total: - Taxicab, motorcycle, bicycle, or other means: - 60 to 64 years","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means: - 60 to 64 years","Estimate; Total: - Taxicab, motorcycle, bicycle, or other means: - 65 years and over","Margin of Error; Total: - Taxicab, motorcycle, bicycle, or other means: - 65 years and over",Estimate; Total: - Worked at home:,Margin of Error; Total: - Worked at home:,Estimate; Total: - Worked at home: - 16 to 19 years,Margin of Error; Total: - Worked at home: - 16 to 19 years,Estimate; Total: - Worked at home: - 20 to 24 years,Margin of Error; Total: - Worked at home: - 20 to 24 years,Estimate; Total: - Worked at home: - 25 to 44 years,Margin of Error; Total: - Worked at home: - 25 to 44 years,Estimate; Total: - Worked at home: - 45 to 54 years,Margin of Error; Total: - Worked at home: - 45 to 54 years,Estimate; Total: - Worked at home: - 55 to 59 years,Margin of Error; Total: - Worked at home: - 55 to 59 years,Estimate; Total: - Worked at home: - 60 to 64 years,Margin of Error; Total: - Worked at home: - 60 to 64 years,Estimate; Total: - Worked at home: - 65 years and over,Margin of Error; Total: - Worked at home: - 65 years and over
1400000US36001001400,36001001400,"Census Tract 14, Albany County, New York",2177,408,41,66,286,170,1366,444,171,105,136,99,156,129,21,32,1151,324,41,66,176,130,700,320,81,70,26,44,106,83,21,32,101,121,0,12,0,12,101,121,0,12,0,12,0,12,0,12,223,120,0,12,91,92,106,70,26,37,0,12,0,12,0,12,633,219,0,12,19,31,429,184,64,68,91,90,30,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,69,51,0,12,0,12,30,40,0,12,19,31,20,31,0,12
1400000US36001001500,36001001500,"Census Tract 15, Albany County, New York",2481,538,38,62,855,381,1168,300,144,66,126,72,118,75,32,34,1480,489,38,62,543,311,713,277,88,71,38,59,45,41,15,23,193,147,0,12,74,120,76,68,9,14,17,26,0,12,17,26,254,159,0,12,120,146,90,65,15,25,13,20,16,26,0,12,406,156,0,12,118,96,208,117,14,22,30,33,36,52,0,12,39,37,0,12,0,12,0,12,18,29,0,12,21,30,0,12,109,83,0,12,0,12,81,78,0,12,28,30,0,12,0,12
1400000US36001001600,36001001600,"Census Tract 16, Albany County, New York",2008,317,8,11,521,205,849,189,341,98,124,60,93,43,72,37,1581,273,0,12,420,163,699,170,235,88,115,56,73,37,39,29,167,139,0,12,54,59,78,80,19,29,9,14,0,12,7,11,85,59,0,12,9,15,29,28,38,50,0,12,9,14,0,12,143,64,5,10,38,43,34,30,49,37,0,12,0,12,17,19,11,17,0,12,0,12,0,12,0,12,0,12,11,17,0,12,21,21,3,6,0,12,9,15,0,12,0,12,0,12,9,13
1400000US36001001700,36001001700,"Census Tract 17, Albany County, New York",2958,396,26,28,743,319,1299,243,389,86,206,82,129,79,166,61,2136,374,0,12,581,283,939,218,258,81,135,65,109,82,114,51,210,93,0,12,10,16,157,86,22,21,10,16,0,12,11,17,293,142,12,20,82,80,116,79,30,27,29,32,0,12,24,22,212,104,14,21,53,60,64,50,31,29,32,29,8,14,10,16,50,43,0,12,0,12,23,26,27,33,0,12,0,12,0,12,57,47,0,12,17,27,0,12,21,34,0,12,12,18,7,14
1400000US36001001801,36001001801,"Census Tract 18.01, Albany County, New York",3876,384,69,55,217,142,1704,253,734,153,429,148,508,181,215,85,2884,312,33,39,162,119,1182,219,535,134,358,137,418,182,196,77,480,195,36,41,0,17,279,120,110,84,22,36,33,39,0,17,122,73,0,17,0,17,42,41,15,24,33,40,13,22,19,29,148,99,0,17,55,83,76,78,17,26,0,17,0,17,0,17,32,38,0,17,0,17,0,17,21,33,0,17,11,18,0,17,210,110,0,17,0,17,125,89,36,36,16,25,33,42,0,17
1400000US36001001802,36001001802,"Census Tract 18.02, Albany County, New York",2307,307,60,50,359,199,1140,223,380,103,133,65,151,70,84,49,1665,262,23,29,233,142,814,208,296,85,97,54,125,65,77,47,262,92,26,31,13,22,121,69,65,48,19,29,11,17,7,12,106,64,11,19,0,12,76,54,19,21,0,12,0,12,0,12,154,104,0,12,49,76,88,69,0,12,17,27,0,12,0,12,94,72,0,12,64,68,30,36,0,12,0,12,0,12,0,12,26,31,0,12,0,12,11,17,0,12,0,12,15,24,0,12
1400000US36001001901,36001001901,"Census Tract 19.01, Albany County, New York",1633,262,40,43,247,209,672,115,320,74,198,75,116,62,40,26,1161,245,0,12,175,199,486,104,219,70,179,70,72,44,30,24,229,105,27,30,72,54,34,31,62,40,0,12,34,42,0,12,55,43,0,12,0,12,42,39,13,19,0,12,0,12,0,12,79,52,13,20,0,12,56,43,0,12,0,12,10,16,0,12,29,26,0,12,0,12,0,12,0,12,19,21,0,12,10,15,80,77,0,12,0,12,54,65,26,20,0,12,0,12,0,12
1400000US36001001902,36001001902,"Census Tract 19.02, Albany County, New York",1476,147,7,12,55,44,703,120,383,86,150,61,107,54,71,47,1250,143,7,12,55,44,600,103,341,91,104,59,84,49,59,41,126,80,0,12,0,12,46,52,22,25,35,29,23,25,0,12,19,22,0,12,0,12,0,12,7,11,0,12,0,12,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,35,0,12,0,12,24,35,0,12,0,12,0,12,0,12,57,56,0,12,0,12,33,50,13,19,11,18,0,12,0,12
1400000US36001002000,36001002000,"Census Tract 20, Albany County, New York",3310,410,143,106,558,255,1495,324,571,148,338,160,129,76,76,61,2463,373,111,100,363,209,1127,266,464,140,232,121,114,77,52,48,356,198,0,17,30,41,199,122,26,39,62,104,15,24,24,38,376,238,32,51,134,172,110,121,68,66,32,48,0,17,0,17,49,49,0,17,31,38,18,30,0,17,0,17,0,17,0,17,13,21,0,17,0,17,0,17,13,21,0,17,0,17,0,17,53,54,0,17,0,17,41,49,0,17,12,20,0,17,0,17
1400000US36001002100,36001002100,"Census Tract 21, Albany County, New York",1192,222,156,106,217,133,469,142,251,115,85,53,14,18,0,12,461,183,31,40,93,100,271,130,20,22,46,49,0,12,0,12,82,62,4,10,27,23,51,58,0,12,0,12,0,12,0,12,129,91,5,11,26,28,19,31,72,75,7,14,0,12,0,12,288,111,42,46,59,70,85,64,62,57,32,35,8,12,0,12,185,126,69,68,7,11,43,48,60,64,0,12,6,15,0,12,47,39,5,10,5,9,0,12,37,38,0,12,0,12,0,12
1400000US36001002200,36001002200,"Census Tract 22, Albany County, New York",1208,207,16,26,263,147,585,127,171,74,87,52,72,44,14,25,581,143,16,26,113,118,272,88,111,58,25,29,30,30,14,25,41,56,0,12,30,39,11,19,0,12,0,12,0,12,0,12,146,72,0,12,24,38,84,55,0,12,19,20,19,31,0,12,333,123,0,12,96,73,127,69,60,36,43,32,7,12,0,12,24,41,0,12,0,12,24,41,0,12,0,12,0,12,0,12,83,70,0,12,0,12,67,64,0,12,0,12,16,21,0,12
1400000US36001002300,36001002300,"Census Tract 23, Albany County, New York",871,159,13,22,146,124,447,132,79,58,91,70,52,38,43,46,446,118,0,12,101,85,224,94,14,18,31,32,33,31,43,46,66,68,0,12,0,12,45,64,10,14,0,12,11,16,0,12,194,101,0,12,45,51,107,83,42,48,0,12,0,12,0,12,139,77,0,12,0,12,71,50,0,12,60,61,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,35,13,22,0,12,0,12,13,20,0,12,0,12,0,12
1400000US36001002500,36001002500,"Census Tract 25, Albany County, New York",977,206,36,42,205,108,390,117,127,63,134,108,48,34,37,32,347,111,0,12,50,47,188,90,31,27,41,35,18,20,19,22,39,26,0,12,0,12,30,24,0,12,0,12,9,14,0,12,469,165,36,42,114,88,145,75,81,57,93,102,0,12,0,12,105,66,0,12,41,45,20,30,15,16,0,12,21,25,8,13,7,13,0,12,0,12,7,13,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,10,16
1400000US36001002600,36001002600,"Census Tract 26, Albany County, New York",2275,325,47,59,298,140,854,194,662,203,120,101,207,114,87,75,1686,321,47,59,237,120,608,195,510,176,111,101,86,76,87,75,115,101,0,17,0,17,83,93,32,47,0,17,0,17,0,17,308,147,0,17,32,37,116,100,44,57,9,18,107,83,0,17,143,85,0,17,16,30,37,48,76,59,0,17,14,23,0,17,10,24,0,17,0,17,10,24,0,17,0,17,0,17,0,17,13,26,0,17,13,26,0,17,0,17,0,17,0,17,0,17
1400000US36001012700,36001012700,"Census Tract 127, Albany County, New York",1294,193,21,30,104,92,525,121,322,106,197,84,59,38,66,61,1044,188,10,24,84,85,438,102,238,102,169,82,59,38,46,52,192,97,11,18,20,30,35,34,84,54,22,24,0,12,20,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,19,0,12,0,12,14,19,0,12,0,12,0,12,0,12,26,42,0,12,0,12,26,42,0,12,0,12,0,12,0,12,18,21,0,12,0,12,12,16,0,12,6,12,0,12,0,12
1400000US36001012800,36001012800,"Census Tract 128, Albany County, New York",1618,227,32,32,207,91,783,163,341,100,90,40,100,51,65,37,1275,196,32,32,147,64,637,136,265,96,63,37,66,39,65,37,147,77,0,12,40,39,37,49,55,33,8,13,7,11,0,12,89,66,0,12,0,12,71,68,9,13,9,15,0,12,0,12,12,15,0,12,0,12,8,13,4,7,0,12,0,12,0,12,30,29,0,12,20,33,0,12,0,12,10,15,0,12,0,12,65,41,0,12,0,12,30,34,8,13,0,12,27,21,0,12
1400000US36001012900,36001012900,"Census Tract 129, Albany County, New York",1208,205,78,54,84,60,608,145,263,106,65,47,40,28,70,41,870,157,21,27,72,51,431,119,221,97,42,44,32,25,51,36,149,73,11,20,0,12,70,53,32,30,16,14,8,13,12,19,25,36,25,36,0,12,0,12,0,12,0,12,0,12,0,12,125,79,21,21,12,18,85,77,0,12,7,10,0,12,0,12,26,25,0,12,0,12,16,21,10,12,0,12,0,12,0,12,13,15,0,12,0,12,6,9,0,12,0,12,0,12,7,12
